Date,Store,Name,Store_type,Store_Type_ind,Store_status,Addr1,Addr2,City,Region,State,Zipcode
20140303,4040,"No Frills Supermarkets /","Liquor  Store",F,I,"1801 Valley View Dr",,"Council Bluffs",,IA,515030000
20140303,4041,"Mandm Pantry","Liquor  Store",F,I,"2344 Camanche Ave",,Clinton,,IA,52732
20140303,4042,"Lake Ohana Market/mineola","Liquor  Store",F,A,"23226 Center Dr",,Glenwood,,IA,515340000
20140303,4043,"Gasland #102 / Burlington","Liquor  Store",F,A,"1703 Mt Pleasant St",,Burlington,,IA,526010000
20140303,4044,"Kum and Go #713 / Burlingto","Liquor  Store",F,I,"421 N Main St",,Burlington,,IA,526010000
20140303,4045,"Kazarelli's At Miller's B","Liquor  Store",F,I,"1127 Lakeside Ave",,Wahpeton,,IA,513510000
20140303,4046,"J and K Market","Liquor  Store",F,A,"113 W Vanburen",,Centerville,,IA,525440000
20140303,4047,"Super Stop","Liquor  Store",F,I,"727 Se 14th St",,"Des Moines",,IA,503170000
20140303,4048,"The Wine Cellar Llc Serie","Liquor  Store",F,I,"3232 Utica Ridge Rd Ste 3",,Bettendorf,,IA,527220000
20140303,4049,"No Frills Supermarkets /","Liquor  Store",F,I,"423 Sharp St",,Glenwood,,IA,515340000
20140303,4050,"Five Star Snacks and Liquor","Liquor  Store",F,A,"437 Sullivan",,Waterloo,,IA,507010000
20140303,4051,"Fareway Stores #639 / Maq","Liquor  Store",F,A,"110 Westgate Dr",,Maquoketa,,IA,520600000
20140303,4052,"Helle Hometown Variety","Liquor  Store",F,A,"300  1st St Ste F",,"Sergeant Bluff",,IA,510540000
20140303,4053,"Park Town Bp","Liquor  Store",F,I,"4141 Center Point Rd Ne Ste B",,"Cedar Rapids",,IA,524020000
20140303,4054,"Discount Liquor / Cedar R","Liquor  Store",F,I,"3132 First Ave Ne",,"Cedar Rapids",,IA,524020000
20140303,4055,"Liquor and Tobacco Point","Liquor  Store",F,I,"1545 First Ave Se",,"Cedar Rapids",,IA,524020000
20140303,4056,"Target Store T-0860","Liquor  Store",F,A,"525 S Gear Ave",,"West Burlington",,IA,526550000
20140303,4057,"Tequila's Liquor Store","Liquor  Store",F,A,"1434 Des Moines St Ste 5",,"Des Moines",,IA,503160000
20140303,4058,"South Shore Wine and Spirit","Liquor  Store",F,I,"2109 South Shore Dr",,"Clear Lake",,IA,504280000
20140303,4059,"Belle Plaine Country Food","Liquor  Store",F,A,"1206 7th Ave",,"Belle Plaine",,IA,522080000
20140303,4060,"Johncy's Liquor Store / S","Liquor  Store",F,I,"101 Windflower Lane Ste 100",,Solon,,IA,523330000
20140303,4061,"Quick Mart / Hiawatha","Liquor  Store",F,I,"655 Robbins Rd",,Hiawatha,,IA,522330000
20140303,4062,"H and A Mini Mart Corp","Liquor  Store",F,A,"145 University Ave",,"Des Moines",,IA,503140000
20140303,4063,"Camanche Food Pride","Liquor  Store",F,I,"908 7th Ave",,Camanche,,IA,527300000
20140303,4064,"J and C Grocery","Liquor  Store",F,I,"306 N Main Po Box 486",,Allison,,IA,506020000
20140303,4065,Sauce,"Liquor  Store",F,I,"108 E College St",,"Iowa City",,IA,522400000
20140303,4066,"Xpress Liquor","Liquor  Store",F,I,"1201 North Jefferson Ste 100",,Indianola,,IA,501250000
20140303,4067,"Freeman Foods","Liquor  Store",F,A,"268 8th Ave","Po 89 Stn  Rr",Wellman,,IA,523560000
20140303,4068,"Sa Petro Mart","Liquor  Store",F,A,"136  1st St",,"West Des Moines",,IA,502650000
20140303,4069,"Fareway Stores #648 / Ott","Liquor  Store",F,A,"1325 Albia Rd",,Ottumwa,,IA,525010000
20140303,4070,"Grieder Beverage Depot","Liquor  Store",F,A,"708  13th St",,"Belle Plaine",,IA,522080000
20140303,4071,"Kellogg Country Store","Liquor  Store",F,A,"103 Blair St",,Kellog,,IA,501360000
20140303,4072,"Famous Liquors","Liquor  Store",F,A,"2604 W Locust St",,Davenport,,IA,528040000
20140303,4073,"Uptown Liquor Llc","Liquor  Store",F,A,"306 Hwy 69 South",,"Forest City",,IA,504360000
20140303,4074,"Hole N' The Wall Merchant","Liquor  Store",F,I,"24  5th Ave Nw",,"Le Mars",,IA,510310000
20140303,4075,"Ali's West Side Liquor","Liquor  Store",F,A,"919 W 5th St",,Waterloo,,IA,507010000
20140303,4076,"Sakar Liquor Store","Liquor  Store",F,I,"1026 W River Dr #b",,Davenport,,IA,528020000
20140303,4077,"Xo Food And Liquor","Liquor  Store",F,A,"428 Franklin St",,Waterloo,,IA,507030000
20140303,4078,"Prime Mart 4","Liquor  Store",F,A,"2323 Main St",,"Cedar Falls",,IA,506130000
20140303,4079,"Aj's Market","Liquor  Store",F,I,"129 Welch Ave Ste 101",,Ames,,IA,500140000
20140303,4080,"Five Corners Liquor and Win","Liquor  Store",F,A,"809 East 18 St",,"Cedar Falls",,IA,506130000
20140303,4081,"Harlan's Food Mart","Liquor  Store",F,A,"306 Washington",,"Story City",,IA,502480000
20140303,4082,"Kwik Stop / Independence","Liquor  Store",F,I,"1761 Independence Ave",,Waterloo,,IA,507070000
20140303,4083,"Fareway Stores #909 / Ank","Liquor  Store",F,A,"109 Se Oralabor Rd",,Ankeny,,IA,500210000
20140303,4084,"Fareway Stores #061 / Ank","Liquor  Store",F,A,"3205 North Ankeny Blvd",,Ankeny,,IA,500230000
20140303,4085,"Save More Foods / Waterlo","Liquor  Store",F,A,"1975 Franklin St",,Waterloo,,IA,507030000
20140303,4086,"Elite Fuel Two Inc.","Liquor  Store",F,I,"9 N Elk Run Rd",,Waterloo,,IA,507030000
20140303,4087,"K.c. Liquors","Liquor  Store",F,I,"10 S Main St",,Fayette,,IA,521420000
20140303,4088,"New Hampton Family Foods","Liquor  Store",F,I,"2 North Linn Ave",,"New Hampton",,IA,505690000
20140303,4089,Sun-mart,"Liquor  Store",F,I,"300  Walnut #150",,"Des Moines",,IA,503090000
20140303,4090,"Mcelroy's Food Market","Liquor  Store",F,A,"135 Madison St",,Winthrop,,IA,506820000
20140303,4091,"Fareway Stores #705 / Cle","Liquor  Store",F,A,"910 Hwy 18 W",,"Clear Lake",,IA,504280000
20140303,4092,"Fareway Stores #077 / Nor","Liquor  Store",F,A,"1711 Sunset Dr",,Norwalk,,IA,502110000
20140303,4093,"Hiway 20 Liquors / Ft Dod","Liquor  Store",F,A,"1724  5th Ave South",,"Fort Dodge",,IA,505010000
20140303,4094,"Campustown Liquor","Liquor  Store",F,A,"218 Welch Ave Ste 3",,Ames,,IA,500150000
20140303,4095,"City Liquor And Tobacco /","Liquor  Store",F,A,"200 Broadway St",,Waterloo,,IA,507030000
20140303,4096,"Molehill Wine and Spirits","Liquor  Store",F,I,"315 Main St",,Ireton,,IA,510270000
20140303,4097,"Schleswig Foods And Spiri","Liquor  Store",F,A,"108  2nd St",,Schleswig,,IA,514610000
20140303,4098,"1475 Wal-mart / Washingto","Liquor  Store",F,A,"2485 Hwy 92",,Washington,,IA,523530000
20140303,4099,"Chubbys Liquor","Liquor  Store",F,A,"68 Monroe Po Box 249",,Floyd,,IA,504350000
20140303,4100,"Palo Mini Mart","Liquor  Store",F,I,"1204  1st St",,Palo,,IA,523240000
20140303,4101,"Lucky Stop Inc.","Liquor  Store",F,A,"301 Water St  Po Box 166",,Cambridge,,IA,500460000
20140303,4102,"Fareway Stores #386 / Ame","Liquor  Store",F,A,"619 Burnett Ave",,Ames,,IA,500100000
20140303,4103,"Fareway Stores #093 / Ame","Liquor  Store",F,A,"3619 Stange Rd",,Ames,,IA,500100000
20140303,4104,"Fareway Stores #491 / Mas","Liquor  Store",F,A,"400 North Delaware Ave",,"Mason City",,IA,504010000
20140303,4105,"Fareway Stores #426 / Nev","Liquor  Store",F,A,"1505 South B Ave",,Nevada,,IA,502010000
20140303,4106,"Hartig Drug Co. / Jfk Rd","Liquor  Store",F,A,"2255 John F Kennedy Rd",,Dubuque,,IA,520020000
20140303,4107,"Fareway Stores #384 / Boo","Liquor  Store",F,A,"1711 Hawkeye Dr",,Boone,,IA,500360000
20140303,4108,"Oasis Grocery and Liquor /","Liquor  Store",F,A,"2917 Payne",,"Des Moines",,IA,503100000
20140303,4109,"Best Trip","Liquor  Store",F,I,"1516 Se 1st",,"Des Moines",,IA,503150000
20140303,4110,"Brothers Market Inc.","Liquor  Store",F,A,"706 Highway 57",,Parkersburg,,IA,506650000
20140303,4111,"The Bottle Barn / Lake Mi","Liquor  Store",F,I,"107 N Mill St",,"Lake Mills",,IA,504500000
20140303,4112,"Corridor Ventures","Liquor  Store",F,A,"618 Meade Dr",,"North Liberty",,IA,523170000
20140303,4113,"Tobacco Hut #6 / Council","Liquor  Store",F,I,"3134 Manawa Centre Dr",,"Council Bluffs",,IA,515010000
20140303,4114,"After 5 Somewhere","Liquor  Store",F,A,"704 W 7th St Po Box 372",,Atlantic,,IA,500220000
20140303,4115,"Forest Market Convenience","Liquor  Store",F,A,"2105 Forest",,"Des Moines",,IA,503110000
20140303,4116,"Lake View Foods","Liquor  Store",F,A,"223 Main St",,"Lake View",,IA,514500000
20140303,4117,"Tobacco Shop / Arnolds Pa","Liquor  Store",F,A,"612 S Highway 71 Unit 4",,"Arnolds Park",,IA,513310000
20140303,4118,"Lake View Redemption Cent","Liquor  Store",F,A,"502 5th Street",,"Lake View",,IA,514500000
20140303,4119,"Target Store T-2526 / Ced","Liquor  Store",F,A,"214 Viking Plaza Dr",,"Cedar Falls",,IA,506130000
20140303,4120,"Abc Liquor and Smoke Shack","Liquor  Store",F,I,"1119 River Forest Rd",,Evansdale,,IA,507070000
20140303,4121,"Newport Bp / Wapello","Liquor  Store",F,A,"13410 State Hwy 78",,Wapello,,IA,526530000
20140303,4122,"Super Stop / Se 14th Dm","Liquor  Store",F,I,"727 Se 14th St",,"Des Moines",,IA,503170000
20140303,4123,"Kwik Stop / Texas St Wate","Liquor  Store",F,I,"4335 Texas St",,Waterloo,,IA,507020000
20140303,4124,"Keystone Liquor and Wine /","Liquor  Store",F,I,"389 Edgewood Rd",,"Cedar Rapids",,IA,524050000
20140303,4125,"Wapello Jack and Jill","Liquor  Store",F,A,"503 Hwy 61 South",,Wapello,,IA,526530000
20140303,4126,"Sam's Mainstreet Market /","Liquor  Store",F,A,"123 E Main St",,Solon,,IA,523330000
20140303,4127,"Kwik Stop / Independ Ave","Liquor  Store",F,A,"1761 Independence Ave",,Waterloo,,IA,507070000
20140303,4128,"Kwik Stop / Washington St","Liquor  Store",F,I,"1104 Washington St",,Waterloo,,IA,507020000
20140303,4129,"Cyclone Liquors","Liquor  Store",F,A,"626 Lincoln Way",,Ames,,IA,500100000
20140303,4130,"Boyd Grocery Inc.","Liquor  Store",F,A,"20611 Hwy 1 N",,Keosauqua,,IA,525650000
20140303,4131,"Fareway Stores #933 / Urb","Liquor  Store",F,A,"8450 Meredith Dr",,Urbandale,,IA,503220000
20140303,4132,"Camanche Food Pride","Liquor  Store",F,A,"908 7th Ave",,Camanche,,IA,527300000
20140303,4133,"Mccoy's 1447","Liquor  Store",F,A,"1447  2nd St",,"Webster City",,IA,505950000
20140303,4134,"Pleasantville Grocery","Liquor  Store",F,A,"105 W Monroe St",,Pleasantville,,IA,502250000
20140303,4135,"Fareway Stores #925 / Alt","Liquor  Store",F,A,"620 Se 8th St",,Altoona,,IA,500090000
20140303,4136,"Fareway Stores #983 / Gri","Liquor  Store",F,A,"351 Gateway Dr",,Grimes,,IA,501110000
20140303,4137,"Fareway Stores #989 / Wau","Liquor  Store",F,A,"200 Se Laurel St",,Waukee,,IA,502630000
20140303,4138,"Fareway Stores #657 / Ind","Liquor  Store",F,A,"1309 W 2nd",,Indianola,,IA,501250000
20140303,4139,"University Groceries","Liquor  Store",F,A,"2121 University Ave",,"Des Moines",,IA,503140000
20140303,4140,"Fareway Stores #900 / Euc","Liquor  Store",F,A,"100 Euclid Ave",,"Des Moines",,IA,503130000
20140303,4141,"Fareway Stores #975 / Se","Liquor  Store",F,A,"3000 Se 22nd St",,"Des Moines",,IA,503200000
20140303,4142,"Quick Shop Foods Inc. /","Liquor  Store",F,I,"1023 South Main",,Centerville,,IA,525440000
20140303,4143,Bucky's,"Liquor  Store",F,A,"603  E Hwy 24",,Lawler,,IA,521540000
20140303,4144,"Liquor Beer and Tobacco Ou","Liquor  Store",F,I,"1908 Clark St",,"Charles City",,IA,506160000
20140303,4145,"Jeff's Market / West Libe","Liquor  Store",F,I,"200 E Third St",,"West Liberty",,IA,527760000
20140303,4146,"Fareway Stores #561 / Wav","Liquor  Store",F,A,"220 W Bremer Ave",,Waverly,,IA,506770000
20140303,4147,"Fareway Stores #974 / Ced","Liquor  Store",F,A,"214 N Magnolia Dr",,"Cedar Falls",,IA,506130000
20140303,4148,"Fareway Stores #479 / Ind","Liquor  Store",F,A,"1400 3rd Ave Se",,Independence,,IA,506440000
20140303,4149,"Fareway Stores #015 / Den","Liquor  Store",F,A,"609 Arrowhead Dr",,Denison,,IA,514420000
20140303,4150,"Fareway Stores #951 / Wat","Liquor  Store",F,A,"40  W San Marnan",,Waterloo,,IA,507010000
20140303,4151,"King Star","Liquor  Store",F,I,"127 Jefferson St",,Waterloo,,IA,507010000
20140303,4152,"Food Land Super Markets /","Liquor  Store",F,A,"407 W Huron",,"Missouri Valley",,IA,515550000
20140303,4153,"Fareway Stores #067 / Eva","Liquor  Store",F,A,"215 S Evans Rd",,Evansdale,,IA,507070000
20140303,4154,"Fareway Stores #055 / Hia","Liquor  Store",F,A,"885 Miller Rd",,Hiawatha,,IA,522330000
20140303,4155,"Fareway Stores #949 / Mar","Liquor  Store",F,A,"3300 10th Ave",,Marion,,IA,523020000
20140303,4156,"Fareway Stores #412 / Oel","Liquor  Store",F,A,"102  2nd Ave Se",,Oelwein,,IA,506620000
20140303,4157,"Fareway Stores #993 / Nor","Liquor  Store",F,A,"615 Westwood Dr   P.o Box 96",,"North Liberty",,IA,523170000
20140303,4158,"Fareway Stores #409 / Car","Liquor  Store",F,A,"709 Monterey Dr",,Carroll,,IA,514010000
20140303,4159,"Fareway Stores #073 / Cou","Liquor  Store",F,A,"310 Mckenzie Ave",,"Council Bluffs",,IA,515030000
20140303,4160,"Fareway Stores #034 / Ia","Liquor  Store",F,A,"2765 Commerce Dr",,"Iowa City",,IA,522400000
20140303,4161,"Fareway Stores #950 / Ia","Liquor  Store",F,A,"2530 Westwinds Dr",,"Iowa City",,IA,522460000
20140303,4162,"Fareway Stores #963 / Ced","Liquor  Store",F,A,"4220  16th Ave Sw",,"Cedar Rapids",,IA,524040000
20140303,4163,"Fareway Stores #461 / Sto","Liquor  Store",F,A,"731 Seneca St",,"Storm Lake",,IA,505880000
20140303,4164,"Expo Mart / Bettendorf","Liquor  Store",F,A,"1810 State St",,Bettendorf,,IA,527220000
20140303,4165,"I-35 Spirits / Ankeny","Liquor  Store",F,A,"113 Se Delaware Ave Ste 101",,Ankeny,,IA,500230000
20140303,4166,"Jesup Food Center","Liquor  Store",F,A,"1314  7th St",,Jesup,,IA,506480000
20140303,4167,"Iowa Street Market Inc.","Liquor  Store",F,A,"1256 Iowa St",,Dubuque,,IA,520010000
20140303,4168,"University Groceries Ii","Liquor  Store",F,I,"1621 University Ave",,"Des Moines",,IA,503140000
20140303,4169,"Super Quick 2 / Hubbell","Liquor  Store",F,A,"1824 Hubbell Ave",,"Des Moines",,IA,503170000
20140303,4170,"Dewey's Jack and Jill","Liquor  Store",F,A,"115 E Main St  Po Box 359",,"West Branch",,IA,523580000
20140303,4171,"Brothers Market Inc. / C","Liquor  Store",F,A,"105 Se Nixon St",,Cascade,,IA,520330000
20140303,4172,"Shamrock Spirits","Liquor  Store",F,A,"1204 Water St Po Box 177",,Alden,,IA,500060000
20140303,4173,"L and K Liquor","Liquor  Store",F,A,"132 North Main St Po Box 306",,Paullina,,IA,510460306
20140303,4174,"Cigarette Outlet #3 / Ft","Liquor  Store",F,I,"1737  Ave H",,"Fort Madison",,IA,526270000
20140303,4175,"U S Gas","Liquor  Store",F,I,"3000 Sw 9th St",,"Des Moines",,IA,503150000
20140303,4176,"Todds On The Go","Liquor  Store",F,A,"235 Edgewood Rd Ne",,"Cedar Rapids",,IA,524050000
20140303,4177,"Good Luck Inc.","Liquor  Store",F,A,"806 W Main St",,"Le Grand",,IA,501420000
20140303,4178,"Lake Wine and Spirits","Liquor  Store",F,I,"910  N 8th St W",,"Clear Lake",,IA,504280000
20140303,4179,"Jeff's Market / Wilton","Liquor  Store",F,I,"101 E 4th",,Wilton,,IA,527780000
20140303,4180,"Smokin' Joe's #10 Tobacco and Liquor","Liquor  Store",F,A,"480 7th Ave",,Marion,,IA,523020000
20140303,4181,"Puff N Snuff","Liquor  Store",F,A,"1101 Rhomberg Ave",,Dubuque,,IA,520010000
20140303,4182,"Fareway Stores #008 / Dye","Liquor  Store",F,A,"1207  12th Ave Se",,Dyersville,,IA,520400000
20140303,4183,"Fareway Stores #589 / Dec","Liquor  Store",F,A,"103 E Main",,Decorah,,IA,521010000
20140303,4184,"Fareway Stores #998 / Mus","Liquor  Store",F,A,"2100 Cedar Plaza Dr",,Muscatine,,IA,527610000
20140303,4185,"Fareway Stores #737 / Gri","Liquor  Store",F,A,"727 West St",,Grinnell,,IA,501120000
20140303,4186,"H and A Mini Mart/phillips","Liquor  Store",F,A,"5901 Fleur Dr",,"Des Moines",,IA,503210000
20140303,4187,"Jensen Liquor North","Liquor  Store",F,I,"109  5th St",,Sibley,,IA,512490000
20140303,4188,"Main St. Market Inc.","Liquor  Store",F,A,"882 Main St",,"Holy Cross",,IA,520530000
20140303,4189,"Fareway Stores #594 / Man","Liquor  Store",F,A,"109 East Marion St",,Manchester,,IA,520570000
20140303,4190,"Fareway Stores #888 / Jef","Liquor  Store",F,A,"1207 N Elm St",,Jefferson,,IA,501290000
20140303,4191,"Fareway Stores #995 / Pel","Liquor  Store",F,A,"2010 Washington St",,Pella,,IA,502190000
20140303,4192,"Fareway Stores #044 / Bet","Liquor  Store",F,A,"3800 Belmont Rd",,Bettendorf,,IA,527220000
20140303,4193,"Hartley Wine And Spirits","Liquor  Store",F,A,"361  3rd St Nw",,Hartley,,IA,513460000
20140303,4194,"Fareway Stores #848 / New","Liquor  Store",F,A,"120 N 3rd Ave E",,Newton,,IA,502080000
20140303,4195,"Fareway Stores #792 / Tol","Liquor  Store",F,A,"1005 S County Line Rd",,Toledo,,IA,523420000
20140303,4196,"Fareway Stores #987 / Dav","Liquor  Store",F,A,"1635 West 53rd St",,Davenport,,IA,528060000
20140303,4197,"Fareway Stores #014 / Ser","Liquor  Store",F,A,"700  1st St",,"Sergeant Bluff",,IA,510540000
20140303,4198,"Larsen's Food Pride","Liquor  Store",F,A,"633 Chase St",,Osage,,IA,504610000
20140303,4199,"Silverado's Liquor","Liquor  Store",F,I,"107 North Mill St",,"Lake Mills",,IA,504500000
20140303,4200,"Fareway Stores #019 / Sio","Liquor  Store",F,A,"4016 Indian Hills Dr",,"Sioux City",,IA,511080000
20140303,4201,"Fareway Stores #022 / Sio","Liquor  Store",F,A,"4040 War Eagle Dr",,"Sioux City",,IA,511090000
20140303,4202,"Fareway Stores #829 / Sio","Liquor  Store",F,A,"4267 Sergeant Rd",,"Sioux City",,IA,511060000
20140303,4203,"Liquor and Tobacco Outlet /","Liquor  Store",F,A,"620 W Bremer Ave",,Waverly,,IA,506770000
20140303,4204,"Fareway Stores #025 / Cli","Liquor  Store",F,A,"1350 11th St Nw",,Clinton,,IA,527330000
20140303,4205,"Fareway Stores #467 / Mar","Liquor  Store",F,A,"102 West Anson St",,Marshalltown,,IA,501580000
20140303,4206,"Cork and Bottle / Carroll","Liquor  Store",F,I,"1004 Highway 30 W",,Carroll,,IA,514010000
20140303,4207,"North Side Liquor and Groce","Liquor  Store",F,I,"1303 N Federal",,"Mason City",,IA,504010000
20140303,4208,"Pleasantville Food and Fuel","Liquor  Store",F,I,"906 Business Hwy #5",,Pleasantville,,IA,502250000
20140303,4209,"5748 Wal-mart / Grimes","Liquor  Store",F,A,"2150 East 1st St",,Grimes,,IA,501110000
20140303,4210,"Sichanh Liquor Store","Liquor  Store",F,A,"812 Flindt Dr",,"Storm Lake",,IA,505880000
20140303,4211,"Mid Town Pronto","Liquor  Store",F,I,"1100 East 5th St",,"Storm Lake",,IA,505880000
20140303,4212,"Jeff's Market / Blue Gras","Liquor  Store",F,I,"102 W Mayne",,"Blue Grass",,IA,527260000
20140303,4213,"Sunny's Mart","Liquor  Store",F,I,"630 N 3rd St",,Clinton,,IA,527320000
20140303,4214,"New Star Liquor / Lafayet","Liquor  Store",F,A,"1309 Lafayette St",,Waterloo,,IA,507030000
20140303,4215,"New Star Market #1 / Wate","Liquor  Store",F,A,"9 N Elk Run Rd",,Waterloo,,IA,507030000
20140303,4216,Laguadalupana,"Liquor  Store",F,I,"125 1/2 N Main",,Osceola,,IA,502130000
20140303,4217,"Spirit Boulevard","Liquor  Store",F,I,"1802 Se Delaware Ste 112",,Ankeny,,IA,500210000
20140303,4218,"Liquor and Tobacco Outlet /","Liquor  Store",F,I,"2844 University Ave",,Waterloo,,IA,507010000
20140303,4219,"Lake Liquors Wine and Spiri","Liquor  Store",F,A,"910 N 8th St W",,"Clear Lake",,IA,504280000
20140303,4220,"Nodaway Valley Market","Liquor  Store",F,I,"304  4th St",,Fontanelle,,IA,508460000
20140303,4221,"Kwik Stop / Texas St","Liquor  Store",F,A,"4335 Texas St",,Waterloo,,IA,507020000
20140303,4222,"Station Mart Liquor and Tob","Liquor  Store",F,A,"3594 Lafayette St",,Evansdale,,IA,507070000
20140303,4223,"Station Mart Liquor and Tob","Liquor  Store",F,A,"1119 River Forest Rd",,Evansdale,,IA,507070000
20140303,4224,"La Tapatia 2","Liquor  Store",F,I,"3504 Merle Hay Rd",,"Des Moines",,IA,503100000
20140303,4225,"T P Plaza","Liquor  Store",F,A,"1701 Iowa Ave",,Marshalltown,,IA,501580000
20140303,4226,"Hartig Drug #12 / Waukon","Liquor  Store",F,I,"21 W Main St",,Waukon,,IA,521720000
20140303,4228,"Fareway Stores #462 / Vin","Liquor  Store",F,A,"501 A Ave",,Vinton,,IA,523490000
20140303,4229,"Fareway Stores #790 / Har","Liquor  Store",F,A,"1910  23rd St",,Harlan,,IA,515370000
20140303,4230,"Fareway Stores #106 / Cli","Liquor  Store",F,A,"10151 University Ave",,Clive,,IA,503250000
20140303,4231,"Fareway Stores #719 / Le","Liquor  Store",F,A,"115 Plymouth St Ne",,"Le Mars",,IA,510310000
20140303,4232,"Elliott's General Store","Liquor  Store",F,A,"23828 Hwy J18",,Moravia,,IA,525710000
20140303,4233,"Fareway Stores #815 / Cre","Liquor  Store",F,A,"112 S Elm St",,Cresco,,IA,521360000
20140303,4234,"Fareway Stores #788 / Spe","Liquor  Store",F,A,"104 E Eighth St",,Spencer,,IA,513010000
20140303,4235,"Fareway Stores #395 / Web","Liquor  Store",F,A,"942  2nd St",,"Webster City",,IA,505950000
20140303,4236,"Fareway Stores #551 / Eag","Liquor  Store",F,A,"205 Nw  1st St",,"Eagle Grove",,IA,505330000
20140303,4239,"Fareway Stores #850 / Spi","Liquor  Store",F,A,"1906 Keokuk",,"Spirit Lake",,IA,513600000
20140303,4246,"Fareway Stores #938 / She","Liquor  Store",F,A,"1007 S Fremont St",,Shenandoah,,IA,516010000
20140303,4247,"Fareway Stores #879 / Bel","Liquor  Store",F,A,"115 Second Ave Se",,Belmond,,IA,504210000
20140303,4248,"Fareway Stores #021 / She","Liquor  Store",F,A,"2603 Park St",,Sheldon,,IA,512010000
20140303,4249,"Fareway Stores #048 / Cla","Liquor  Store",F,A,"115 Essie Davison Dr",,Clarinda,,IA,516320000
20140303,4250,"Fareway Stores #882 / Eld","Liquor  Store",F,A,"1232 14th St",,Eldora,,IA,506270000
20140303,4251,"Aj's Liquor / Ames","Liquor  Store",F,A,"4518 Mortenson Rd Ste 109",,Ames,,IA,500140000
20140303,4252,"Fareway Stores #840 / Mon","Liquor  Store",F,A,"433 N Farley St",,Monticello,,IA,523100000
20140303,4253,"Fareway Stores #683 / Win","Liquor  Store",F,A,"719 W Hwy 92",,Winterset,,IA,502730000
20140303,4254,"Fareway Stores #849 / Emm","Liquor  Store",F,A,"2008  12th St",,Emmetsburg,,IA,505360000
20140303,4255,"FAREWAY STORES #058 / ORANGE CITY","Liquor  Store",F,A,"512  8th Se",,"Orange City",,IA,510410000
20140303,4256,"Fareway Stores #912 / Sio","Liquor  Store",F,A,"115  1st Ave Nw",,"Sioux Center",,IA,512500000
20140303,4257,"Broadway Liquor","Liquor  Store",F,A,"821 Broadway",,Waterloo,,IA,507030000
20140303,4258,"Fareway Stores #009 / Bur","Liquor  Store",F,A,"920 Lawrence Dr",,Burlington,,IA,526010000
20140303,4259,"Kum and Go #175 Liquors / O","Liquor  Store",F,I,"901 S Market",,Oskaloosa,,IA,525770000
20140303,4260,"Fareway Stores #699 / Osc","Liquor  Store",F,A,"215 S Main St",,Osceola,,IA,502130000
20140303,4261,"Lagunas Liquor Store","Liquor  Store",F,I,"102 E Main St Unit 2",,"New Hampton",,IA,506590000
20140303,4262,"Cork and Bottle / Carroll","Liquor  Store",F,I,"1004 Highway 30 W",,Carroll,,IA,514010000
20140303,4263,"Almost Always Open","Liquor  Store",F,I,"1031 West Street",,Grinnell,,IA,501120000
20140303,4264,"Highway 52 Liquor And Vid","Liquor  Store",F,I,"631 South Hwy 52",,Guttenberg,,IA,520520000
20140303,4265,"Kwik Stop 3 / Waterloo","Liquor  Store",F,A,"1104 Washington St",,Waterloo,,IA,507020000
20140303,4266,"1683 Wal-mart / Shenandoa","Liquor  Store",F,A,"705 S Fremont",,Shenandoah,,IA,516010000
20140303,4267,"Main Street Market Of Ani","Liquor  Store",F,A,"735 Main St",,Anita,,IA,500200000
20140303,4268,"Fareway Stores #531 / Alg","Liquor  Store",F,A,"1905 Highway 18 E",,Algona,,IA,505110000
20140303,4269,"Tipton Family Foods","Liquor  Store",F,A,"610 Cedar St",,Tipton,,IA,527720000
20140303,4270,"Kum and Go Liquors #37 / Ot","Liquor  Store",F,A,"2508 N Court St",,Ottumwa,,IA,525010000
20140303,4271,"Fareway Stores #827 / Cen","Liquor  Store",F,A,"305 S 18th St",,Centerville,,IA,525440000
20140303,4272,"Fareway Stores #407 / Est","Liquor  Store",F,A,"1108 Central Ave",,Estherville,,IA,513340000
20140303,4273,"Smokin' Joe's #4 Tobacco and Liquor","Liquor  Store",F,A,"2800 E University Ave",,"Des Moines",,IA,503170000
20140303,4274,"Ruthven Meat Processing","Liquor  Store",F,A,"1701 Railroad St",,Ruthven,,IA,513580000
20140303,4275,"Fareway Stores #980 / Kno","Liquor  Store",F,A,"1308 S Lincoln St",,Knoxville,,IA,501380000
20140303,4276,"Wj's Liquor","Liquor  Store",F,A,"107 N Mill St",,"Lake Mills",,IA,504500000
20140303,4277,"Cork It!","Liquor  Store",F,A,"769 Prospect St Sw",,"Le Mars",,IA,510310000
20140303,4278,"Ballard Creek Market","Liquor  Store",F,I,"North Highway 69",,Huxley,,IA,501240000
20140303,4279,"Keota Eagle Foods","Liquor  Store",F,A,"217 E Broadway",,Keota,,IA,522480000
20140303,4280,"Slagle's Grocery / Le Cla","Liquor  Store",F,I,"1301 Eagle Ridge Rd",,"Le Claire",,IA,527530000
20140303,4281,"New Star / Ansborough Ave","Liquor  Store",F,I,"1459 Ansborough Ave",,Waterloo,,IA,507010000
20140303,4282,"Point Liquor and Tobacco /","Liquor  Store",F,I,"4107 Center Point Rd",,"Cedar Rapids",,IA,524020000
20140303,4283,"Guppys On The Go","Liquor  Store",F,A,"680 Lindale Dr",,Marion,,IA,523020000
20140303,4284,"Fareway Stores #559 / Iow","Liquor  Store",F,A,"500 Iowa St",,"Iowa Falls",,IA,501260000
